Orphanet;MeSH;OMIM;MedDRA;UMLS;ICD-10
ORPHA:319239;-;-;-;C0343633;A96.8
ORPHA:319244;-;-;-;-;A96.8
ORPHA:319247;-;-;10019143;C0243025;B33.4+
ORPHA:319251;-;-;10039143;C0035613;A92.4
ORPHA:319254;-;-;10023505;C0022810;A98.2
ORPHA:319266;-;-;10030310;C0019103;A98.1
ORPHA:319269;-;-;-;-;-
ORPHA:319276;-;-;-;C0279702;C64
ORPHA:319287;-;-;-;-;C64
ORPHA:319298;-;-;-;C1306837;C64
ORPHA:319303;-;-;-;C1266042;C64
ORPHA:319308;-;300854;-;-;C64
ORPHA:319314;-;-;-;-;-
ORPHA:319319;-;-;10064886;-;C64
ORPHA:319322;-;-;-;-;C64
ORPHA:319325;-;-;-;-;C64
ORPHA:319328;-;-;-;-;-
ORPHA:319332;-;-;-;-;Q74.3
ORPHA:319340;-;608837;-;C1837245;Q68.8
ORPHA:319462;-;605724;-;-;-
ORPHA:319465;-;601626;-;-;C92.0
ORPHA:319480;-;601626;-;-;C92.0
ORPHA:319487;-;606240;-;-;C73
ORPHA:319494;-;-;-;-;C73
ORPHA:319504;-;614096;-;-;I42.2
ORPHA:319509;-;614582;-;-;I42.2
ORPHA:319514;-;614932;-;-;G71.3
ORPHA:319519;-;614946;-;-;G31.8
ORPHA:319524;-;614947;-;-;G31.8
ORPHA:319535;-;-;-;-;D84.8
ORPHA:319539;-;-;-;-;D84.8
ORPHA:319543;-;-;-;-;D84.8
ORPHA:319547;-;614889;-;-;D84.8
ORPHA:319552;-;614891;-;-;D84.8
ORPHA:319558;-;614890;-;-;D84.8
ORPHA:319563;-;616126;-;-;D84.8
ORPHA:319569;-;209950;-;-;D84.8
ORPHA:319574;-;614889;-;-;D84.8
ORPHA:319581;-;615978;-;-;D84.8
ORPHA:319589;-;-;-;-;D84.8
ORPHA:319595;-;614892;-;-;D84.8
ORPHA:319600;-;614893;-;-;D84.8
ORPHA:319605;-;300645;-;-;D84.8
ORPHA:319612;-;300636;-;-;D84.8
ORPHA:319623;-;300645;-;-;D84.8
ORPHA:319635;-;617920;-;-;L99.0*
ORPHA:319640;-;608051;-;C0339512;H35.5
ORPHA:319646;-;614921;-;C2752015;E77.8
ORPHA:319651;-;613839;-;C3151205;D52.8
ORPHA:319667;-;-;-;-;C85.7
ORPHA:319671;-;615071;-;-;Q87.1
ORPHA:319675;-;614851;-;-;Q87.1
ORPHA:319678;-;614654;-;-;E88.8
ORPHA:319719;-;-;-;-;-
ORPHA:320317;-;-;-;-;-
ORPHA:320332;-;-;-;-;G11.4
ORPHA:320335;-;-;-;-;G11.4
ORPHA:320342;-;-;-;-;G11.4
ORPHA:320346;-;-;-;-;G11.4
ORPHA:320350;-;-;-;-;G11.4
ORPHA:320355;-;613364;-;-;G11.4
ORPHA:320360;-;-;-;-;G11.4
ORPHA:320365;-;613096;-;C2936879;G11.4
ORPHA:320370;-;615043;-;-;G11.4
ORPHA:320375;-;615035;-;-;G11.4
ORPHA:320380;-;615033;-;-;G11.4
ORPHA:320385;-;615031;-;-;G11.4
ORPHA:320391;-;614409;-;-;G11.4
ORPHA:320396;-;613162;-;-;G11.4
ORPHA:320401;-;613206;-;C2750784;G11.4
ORPHA:320406;-;609541;-;C1836010;G11.4
ORPHA:320411;-;615030;-;-;G11.4
ORPHA:320716;-;-;-;-;-
ORPHA:322126;-;-;-;-;-
ORPHA:324262;-;614831;-;-;G11.1
ORPHA:324290;-;616640;-;-;G40.3
ORPHA:324294;-;618307;-;-;D84.8
ORPHA:324299;-;-;-;-;-
ORPHA:324307;-;-;-;-;Q68.4
ORPHA:324313;-;-;-;-;Q93.5
ORPHA:324321;-;614896;-;-;-
ORPHA:324353;-;-;-;-;H47.4
ORPHA:324364;-;-;-;-;M85.8
ORPHA:324381;-;-;-;-;G71.8
ORPHA:324410;-;300886;-;-;-
ORPHA:324416;-;-;-;-;-
ORPHA:324422;-;300884;-;-;E77.8
ORPHA:324442;-;137200;-;-;G60.0
ORPHA:324525;-;-;-;-;I42.2
ORPHA:324530;-;614878;-;-;-
ORPHA:324535;-;614922;-;-;E88.8
ORPHA:324540;-;-;-;-;Q87.0
ORPHA:324561;-;615522;-;-;Q82.8
ORPHA:324569;-;614961;-;-;Q04.3
ORPHA:324575;-;-;-;-;E16.1
ORPHA:324581;-;-;-;-;G71.2
ORPHA:324585;-;-;-;-;G60.0
ORPHA:324588;-;606703;-;C1847627;G51.4
ORPHA:324601;-;303400;-;-;Q35.9
ORPHA:324604;-;602771;-;-;G71.2
ORPHA:324611;-;-;-;-;G60.0
ORPHA:324625;-;-;-;C0008055;A92.0
ORPHA:324632;-;-;-;-;B33.8
ORPHA:324636;-;-;-;C0301928;D69.2
ORPHA:324648;-;-;-;-;A02.2
ORPHA:324703;-;605714;-;-;I68.0*
ORPHA:324708;-;605714;-;-;I68.0*
ORPHA:324713;-;605714;-;-;I68.0*
ORPHA:324718;-;605714;-;-;I68.0*
ORPHA:324723;-;605714;-;-;I68.0*
ORPHA:324737;-;612379;-;C3150191;E77.8
ORPHA:324761;-;-;-;-;Q87.1
ORPHA:324764;-;-;-;C0265255;Q87.8
ORPHA:324767;-;-;-;-;-
ORPHA:324924;-;-;-;-;E85.0
ORPHA:324927;-;-;-;-;-
ORPHA:324930;-;-;-;-;-
ORPHA:324933;-;-;-;-;-
ORPHA:324936;-;-;-;-;-
ORPHA:324939;-;-;-;-;E85.0
ORPHA:324942;-;-;-;-;-
ORPHA:324950;-;-;-;-;-
ORPHA:324953;-;-;-;-;-
ORPHA:324960;-;-;-;-;E85.0
ORPHA:324964;-;259680;-;C0410422;M86.3
ORPHA:324972;-;-;-;-;-
ORPHA:324977;-;256040;-;-;-
ORPHA:324982;-;-;-;-;-
ORPHA:324989;-;-;-;-;-
ORPHA:324999;-;256040;-;-;-
ORPHA:325004;-;256040;-;C1850568;-
ORPHA:325055;-;-;-;-;-
ORPHA:325061;-;-;-;-;-
ORPHA:325093;-;-;-;-;Q56.2
ORPHA:325099;-;-;-;-;Q56.2
ORPHA:325109;-;-;-;-;-
ORPHA:325118;-;-;-;-;-
ORPHA:325124;-;-;-;-;Q55.0
ORPHA:325345;-;-;-;-;-
ORPHA:325351;-;-;-;-;-
ORPHA:325357;-;-;-;-;-
ORPHA:325448;-;228300;-;-;Q56.1
ORPHA:325511;-;-;-;-;-
ORPHA:325524;-;-;-;-;E25.0
ORPHA:325529;-;-;-;-;E25.0
ORPHA:325537;-;-;-;-;-
ORPHA:325546;-;-;-;C2936421;-
ORPHA:325620;-;-;-;-;-
ORPHA:325632;-;-;-;-;-
ORPHA:325638;-;-;-;-;-
ORPHA:325665;-;-;-;-;-
ORPHA:325690;-;-;-;-;-
ORPHA:325697;-;-;-;C2936403;-
ORPHA:325706;-;-;-;-;-
ORPHA:325713;-;-;-;-;-
ORPHA:328269;-;-;-;-;-
ORPHA:329173;-;615895;-;-;-
ORPHA:329178;-;615042;-;-;E77.8
ORPHA:329191;-;615923;-;-;-
ORPHA:329195;-;615516;-;-;-
ORPHA:329206;-;-;-;-;-
ORPHA:329211;-;193235;-;-;H35.2
ORPHA:329217;-;-;-;-;I67.6
ORPHA:329224;-;615009;-;-;-
ORPHA:329228;-;615095;-;-;Q87.1
ORPHA:329235;-;300888;-;-;E03.1
ORPHA:329242;-;618183;-;-;P78.3
ORPHA:329249;-;-;-;-;E66.8
ORPHA:329252;-;-;-;-;-
ORPHA:329255;-;-;-;-;-
ORPHA:329258;-;615025;-;-;G60.0
ORPHA:329284;-;300894;-;-;G23.0
ORPHA:329303;-;-;-;-;G23.0
ORPHA:329308;-;612319;-;C3668943;G23.0
ORPHA:329314;-;617070;-;-;G71.3
ORPHA:329319;-;-;-;-;Q87.2
ORPHA:329324;-;-;-;-;Q87.2
ORPHA:329329;-;-;-;C1853215;Q04.3
ORPHA:329332;-;614407;-;-;-
ORPHA:329336;-;616479;-;-;G71.3
ORPHA:329341;-;-;-;-;G13.1
ORPHA:329457;-;615065;-;-;Q68.8
ORPHA:329466;-;615073;-;-;G24.1
ORPHA:329469;-;-;-;-;C94.2
ORPHA:329475;-;-;-;-;G11.4
ORPHA:329478;-;-;-;-;G71.0
ORPHA:329481;-;611771;-;C2673196;N07.8
ORPHA:329802;-;613174;-;C2750805;Q92.3
ORPHA:329813;-;-;-;-;-
ORPHA:329874;-;-;-;-;I40.8
ORPHA:329883;-;-;-;-;K29.6
ORPHA:329888;-;-;-;-;-
ORPHA:329894;-;-;-;-;M33.0
ORPHA:329903;-;615008;-;C1720821;N00.5
ORPHA:329918;-;609814;-;-;N00.5
ORPHA:329931;-;614809;-;-;N00.5
ORPHA:329942;-;-;-;-;E71.3
ORPHA:329967;-;-;-;-;M12.4
ORPHA:329971;-;174900;-;-;D12.6
ORPHA:329977;-;-;-;-;D37.3
ORPHA:329984;-;-;-;C0205695;C18.1
ORPHA:329998;-;-;-;-;-
ORPHA:330001;-;-;-;-;E85.8
ORPHA:330009;-;-;-;-;-
ORPHA:330012;-;-;-;-;-
ORPHA:330015;-;-;-;C0023176;T56.0
ORPHA:330021;-;-;-;C0025427;T56.1
ORPHA:330029;-;-;-;-;H90.5
ORPHA:330032;-;-;-;-;D56.8
ORPHA:330041;-;617971;-;-;D74.0
ORPHA:330050;-;614388;-;-;G31.8
ORPHA:330054;-;613076;-;C2751320;G71.3
ORPHA:330058;-;-;-;C0020241;L56.4
ORPHA:330061;-;174770;-;C0406217;L56.4
ORPHA:330064;-;-;-;C0282309;L57.8
ORPHA:330197;-;-;-;-;-
ORPHA:330206;-;-;-;-;-
ORPHA:331176;-;612541;-;C2675526;D70
ORPHA:331184;-;-;-;-;-
ORPHA:331187;-;613791;-;C3151085;D84.1
ORPHA:331190;-;613860;-;-;D84.1
ORPHA:331193;-;-;-;-;-
ORPHA:331206;-;601457;-;C1832322;D81.1
ORPHA:331217;-;-;-;-;-
ORPHA:331220;-;-;-;-;D81.4
ORPHA:331223;-;-;-;C3887645;D82.4
ORPHA:331226;-;611521;-;C1969086;D82.4
ORPHA:331232;-;-;-;-;-
ORPHA:331235;-;-;-;-;D80.4
ORPHA:331240;-;-;-;-;-
ORPHA:331244;-;-;-;-;D80.8
ORPHA:331249;-;-;-;-;-
ORPHA:352298;-;-;-;-;-
ORPHA:352301;-;-;-;-;-
ORPHA:352306;-;-;-;-;-
ORPHA:352309;-;-;-;-;-
ORPHA:352312;-;-;-;-;-
ORPHA:352328;-;614739;-;-;E71.1
ORPHA:352333;-;614457;-;-;Q80.8
ORPHA:352403;-;615386;-;-;G11.1
ORPHA:352447;-;615084;-;-;G71.3
ORPHA:352456;-;-;-;-;-
ORPHA:352470;-;615156;-;-;G71.3
ORPHA:352479;-;616052;-;-;G71.0
ORPHA:352482;-;-;-;-;-
ORPHA:352487;-;-;-;-;-
ORPHA:352490;-;615834;-;-;F84.1
ORPHA:352497;-;-;-;-;-
ORPHA:352504;-;-;-;-;-
ORPHA:352530;-;-;-;-;Q04.8
ORPHA:352540;-;-;-;C1274103;M83.8
ORPHA:352563;-;615395;-;-;I42.2
ORPHA:352577;-;615485;-;-;Q87.0
ORPHA:352582;-;605021;-;-;G40.3
ORPHA:352587;-;-;-;-;Q04.8
ORPHA:352596;-;615338;-;-;G40.3
ORPHA:352613;-;-;-;-;-
ORPHA:352629;-;-;-;-;Q93.5
ORPHA:352636;-;-;-;-;M89.5
ORPHA:352641;-;-;-;-;G11.8
ORPHA:352649;-;618049;-;-;G25.8
ORPHA:352654;-;615491;-;-;G31.8
ORPHA:352657;-;127600;-;C0265966;Q82.8
ORPHA:352662;-;615225;-;-;Q82.8
ORPHA:352665;-;-;-;-;Q93.5
ORPHA:352670;-;615185;-;-;G60.0
ORPHA:352675;-;300905;-;-;G60.0
ORPHA:352682;-;615191;-;-;Q04.3
ORPHA:352687;-;-;-;-;-
ORPHA:352694;-;-;-;-;-
ORPHA:352699;-;-;-;-;-
ORPHA:352704;-;-;-;-;-
ORPHA:352709;-;615362;-;-;E75.4
ORPHA:352712;-;615139;-;-;Q87.1
ORPHA:352718;-;615147;-;-;H35.5
ORPHA:352723;-;-;-;-;E70.3
ORPHA:352728;-;-;-;-;-
ORPHA:352731;-;606952;-;C0268494;E70.3
ORPHA:352734;-;-;-;-;E70.3
ORPHA:352737;-;606952;-;C1847132;E70.3
ORPHA:352740;-;103470;-;-;E70.3
ORPHA:352745;-;615179;-;-;E70.3
ORPHA:352763;-;-;-;-;M34.8
ORPHA:353217;-;612949;-;-;G31.8
ORPHA:353220;-;613955;-;-;L99.0*
ORPHA:353253;-;-;-;C2930806;K14.6
ORPHA:353277;-;180849;-;-;Q87.2
ORPHA:353281;-;610543;-;-;Q87.2
ORPHA:353284;-;613684;-;-;Q87.2
ORPHA:353298;-;616651;-;C1846059;Q77.7
ORPHA:353308;-;266150;-;-;E74.4
ORPHA:353314;-;266150;-;-;E74.4
ORPHA:353320;-;266150;-;-;E74.4
ORPHA:353327;-;616227;-;-;G70.2
ORPHA:353334;-;-;-;-;Q14.8
ORPHA:353344;-;-;-;-;H35.5
ORPHA:353351;-;-;-;-;H35.5
ORPHA:353356;-;-;-;-;D31.2
ORPHA:356947;-;-;-;-;Q93.5
ORPHA:356961;-;300896;-;-;E77.8
ORPHA:356978;-;615182;-;-;E72.8
ORPHA:356996;-;615493;-;-;G93.8
ORPHA:357001;-;613638;-;-;Q93.5
ORPHA:357008;-;615008;-;-;D58.8
ORPHA:357027;-;180200;-;C0751483;C69.2
ORPHA:357034;-;180200;-;-;C69.2
ORPHA:357043;-;602433;-;C1865409;G12.2
ORPHA:357058;-;278250;-;C0268355;Q82.8
ORPHA:357064;-;612940;-;C2751987;Q82.8
ORPHA:357074;-;219200;-;-;Q82.8
ORPHA:357107;-;-;-;C1956395;G54.0
ORPHA:357131;-;-;-;C1956396;G54.0
ORPHA:357154;-;-;-;C0029172;K13.5
ORPHA:357158;-;602562;-;C1865181;Q87.0
ORPHA:357175;-;615162;-;-;Q87.8
ORPHA:357191;-;-;-;-;-
ORPHA:357194;-;-;-;-;-
ORPHA:357220;-;-;-;-;Q82.8
ORPHA:357225;-;-;-;-;Q82.8
ORPHA:357237;-;615206;-;-;D81.2
ORPHA:357329;-;615207;-;-;D81.8
ORPHA:357332;-;615170;-;-;Q87.2
ORPHA:357502;-;-;-;C3496337;-
ORPHA:357506;-;-;-;-;-
ORPHA:363189;-;-;-;C0158632;-
ORPHA:363203;-;-;-;-;Q93.2
ORPHA:363245;-;-;-;-;E34.8
ORPHA:363250;-;-;-;-;-
ORPHA:363266;-;-;-;-;-
ORPHA:363294;-;-;-;-;-
ORPHA:363300;-;-;-;-;-
ORPHA:363306;-;-;-;-;-
ORPHA:363314;-;-;-;C2713443;D12.6
ORPHA:363396;-;221200;-;-;H90.5
ORPHA:363400;-;615924;-;-;G31.8
ORPHA:363409;-;615368;-;-;G71.2
ORPHA:363412;-;615281;-;-;E75.2
ORPHA:363417;-;605282;-;C1854466;Q87.2
ORPHA:363424;-;615330;-;-;G31.8
ORPHA:363429;-;614831;-;-;G11.1
ORPHA:363432;-;616204;-;-;G11.1
ORPHA:363444;-;613680;-;-;Q87.0
ORPHA:363447;-;158600;-;C1834690;G12.1
ORPHA:363454;-;615290;-;-;G12.1
ORPHA:363472;-;-;-;-;-
ORPHA:363478;-;-;-;-;C63.2
ORPHA:363483;-;273300;-;C0238451;C62.9
ORPHA:363489;-;-;-;-;C62.1
ORPHA:363494;-;273300;-;-;C62.1
ORPHA:363504;-;273300;-;C1336708;C62.1
ORPHA:363523;-;615328;-;-;Q82.8
ORPHA:363528;-;615286;-;-;H50.8
ORPHA:363534;-;-;-;-;E88.8
ORPHA:363540;-;615651;-;-;E75.2
ORPHA:363543;-;601419;-;-;G71.0
ORPHA:363549;-;-;-;-;G40.4
ORPHA:363558;-;-;-;-;G41.8
ORPHA:363567;-;-;-;-;-
ORPHA:363579;-;-;-;-;-
ORPHA:363582;-;-;-;-;-
ORPHA:363611;-;615502;-;-;Q87.8
ORPHA:363618;-;-;-;-;E34.8
ORPHA:363623;-;615352;-;-;G71.2
ORPHA:363629;-;-;-;-;-
ORPHA:363649;-;615381;-;-;E34.8
ORPHA:363654;-;300911;-;-;G20
ORPHA:363659;-;-;-;-;Q93.5
ORPHA:363665;-;601812;-;C1866182;E34.8
ORPHA:363677;-;605637;-;-;G71.2
ORPHA:363680;-;-;-;-;Q93.5
ORPHA:363686;-;615074;-;-;Q87.8
ORPHA:363694;-;613845;-;-;N15.8
ORPHA:363700;-;162200;-;-;Q85.0
ORPHA:363705;-;114620;-;C2676032;Q87.0
ORPHA:363710;-;615945;-;-;G11.8
ORPHA:363717;-;203450;-;-;E75.2
ORPHA:363722;-;203450;-;-;E75.2
ORPHA:363727;-;300835;-;-;D64.4
ORPHA:363741;-;601794;-;C1866256;Q87.8
ORPHA:363746;-;-;-;C0270706;H51.8
ORPHA:363958;-;610443;-;C1864871;Q93.5
ORPHA:363965;-;-;-;-;Q93.5
ORPHA:363969;-;-;-;-;G31.8
ORPHA:363972;-;613563;-;-;Q87.1
ORPHA:363976;-;-;-;C0206638;D48.0
ORPHA:363981;-;615284;-;-;G60.0
ORPHA:363989;-;228980;-;C1856718;H35.5
ORPHA:363992;-;613195;-;-;Q93.5
ORPHA:363999;-;236750;-;C0455988;P56.9
ORPHA:364013;-;-;-;C0455990;P56.0
ORPHA:364028;-;300699;-;-;F72
ORPHA:364033;-;-;-;-;D47.9
ORPHA:364039;-;-;-;-;C84.5
ORPHA:364043;-;-;-;-;C83.3
ORPHA:364055;-;-;-;C1858080;H35.5
ORPHA:364063;-;308350;-;-;G40.4
ORPHA:364195;-;-;-;-;-
ORPHA:364198;-;-;-;-;Q66.8
ORPHA:364526;-;-;-;-;-
ORPHA:364531;-;-;-;-;-
ORPHA:364536;-;-;-;-;-
ORPHA:364541;-;-;-;C2748918;-
ORPHA:364559;-;-;-;C0013393;-
ORPHA:364568;-;-;-;-;-
ORPHA:364571;-;-;-;-;-
ORPHA:364574;-;-;-;-;-
ORPHA:364577;-;608670;-;C1837564;Q87.0
ORPHA:364803;-;-;-;-;-
ORPHA:364817;-;-;-;-;-
ORPHA:364820;-;-;-;-;-
ORPHA:365563;-;-;-;-;Q41.0
ORPHA:369837;-;615398;-;-;Q87.8
ORPHA:369840;-;615356;-;-;G71.0
ORPHA:369847;-;615356;-;-;G71.0
ORPHA:369852;-;615285;-;-;D70
ORPHA:369861;-;616084;-;-;D64.0
ORPHA:369867;-;615376;-;-;G60.0
ORPHA:369873;-;-;-;-;E66.8
ORPHA:369881;-;-;-;-;Q93.5
ORPHA:369886;-;-;-;-;Q93.5
ORPHA:369891;-;616789;-;-;Q87.8
ORPHA:369894;-;-;-;-;-
ORPHA:369897;-;615471;-;-;E88.8
ORPHA:369902;-;-;-;-;-
ORPHA:369913;-;615440;-;-;I42.2
ORPHA:369920;-;615809;-;-;Q04.3
ORPHA:369929;-;615474;-;-;E26.0
ORPHA:369939;-;300475;-;-;Q87.8
ORPHA:369942;-;300475;-;C1845408;Q87.8
ORPHA:369950;-;-;-;-;Q87.8
ORPHA:369955;-;614857;-;-;E71.1
ORPHA:369962;-;309541;-;-;E71.1
ORPHA:369970;-;615458;-;-;Q15.8
ORPHA:369979;-;-;-;-;Q87.2
ORPHA:369992;-;615508;-;-;Q82.8
ORPHA:369999;-;148700;-;-;Q82.8
ORPHA:370002;-;148700;-;-;Q82.8
ORPHA:370006;-;-;-;-;-
ORPHA:370010;-;-;-;-;Q87.0
ORPHA:370015;-;-;-;-;Q77.8
ORPHA:370019;-;-;-;-;Q77.8
ORPHA:370022;-;615960;-;-;G11.1
ORPHA:370026;-;-;-;-;C92.0
ORPHA:370034;-;-;-;-;Q06.4
ORPHA:370039;-;-;-;-;Q82.5
ORPHA:370046;-;-;-;-;Q84.8
ORPHA:370052;-;-;-;-;Q84.8
ORPHA:370059;-;-;-;-;Q84.8
ORPHA:370068;-;-;-;C1739111;Q86.8
ORPHA:370076;-;-;-;-;Q86.8
ORPHA:370079;-;614671;-;-;Q92.3
ORPHA:370088;-;615438;-;-;K72.0
ORPHA:370091;-;615312;-;-;E70.3
ORPHA:370097;-;113750;-;-;E70.3
ORPHA:370103;-;612406;-;-;G24.1
ORPHA:370106;-;-;-;-;-
ORPHA:370109;-;-;-;C1876175;G11.3
ORPHA:370114;-;-;-;-;-
ORPHA:370127;-;-;-;-;D69.1
ORPHA:370131;-;-;-;C2931293;D69.1
ORPHA:370334;-;-;-;C0279980;C49.9
ORPHA:370348;-;-;-;C0684337;C71.9
ORPHA:370396;-;-;-;-;C56
ORPHA:370921;-;615596;-;-;E77.8
ORPHA:370924;-;615597;-;C2931007;E77.8
ORPHA:370927;-;300934;-;-;E77.8
ORPHA:370930;-;-;-;-;E77.8
ORPHA:370933;-;-;-;-;E77.8
ORPHA:370938;-;609056;-;-;E77.8
ORPHA:370943;-;615553;-;-;Q87.8
ORPHA:370953;-;-;-;-;G71.2
ORPHA:370959;-;615351;-;-;G71.2
ORPHA:370968;-;615351;-;-;G71.2
ORPHA:370980;-;613152;-;-;G71.2
ORPHA:370997;-;616538;-;-;G71.2
ORPHA:371007;-;-;-;-;G71.2
ORPHA:371024;-;-;-;C2936406;G71.2
ORPHA:371040;-;-;-;-;G71.2
ORPHA:371047;-;-;-;-;E77.8
ORPHA:371054;-;-;-;-;E77.8
ORPHA:371064;-;-;-;-;E77.8
ORPHA:371071;-;-;-;-;E77.8
ORPHA:371157;-;-;-;-;E77.8
ORPHA:371176;-;-;-;-;E77.8
ORPHA:371183;-;-;-;-;E77.8
ORPHA:371188;-;-;-;-;E77.8
ORPHA:371195;-;-;-;-;E77.8
ORPHA:371200;-;-;-;-;E77.8
ORPHA:371207;-;-;-;-;E77.8
ORPHA:371212;-;-;-;-;E77.8
ORPHA:371235;-;-;-;-;E77.8
ORPHA:371364;-;615419;-;-;Q87.8
ORPHA:371428;-;277950;-;-;Q85.9
ORPHA:371433;-;-;-;-;G72.3
ORPHA:371436;-;-;-;-;-
ORPHA:371439;-;-;-;-;-
ORPHA:371442;-;-;-;-;-
ORPHA:371445;-;-;-;-;-
ORPHA:371861;-;-;-;-;E26.0
ORPHA:376724;-;-;-;-;G24.1
ORPHA:391307;-;615541;-;-;Q87.8
ORPHA:391311;-;613796;-;-;D84.8
ORPHA:391316;-;-;-;-;G40.2
ORPHA:391320;-;605913;-;C1853831;D68.2
ORPHA:391327;-;302030;-;-;M85.2
ORPHA:391330;-;300910;-;-;M80.5
ORPHA:391343;-;-;-;-;G04.8
ORPHA:391348;-;615578;-;-;E88.8
ORPHA:391351;-;616684;-;-;G60.0
ORPHA:391366;-;-;-;-;-
ORPHA:391372;-;613670;-;-;Q87.0
ORPHA:391376;-;615574;-;-;E72.8
ORPHA:391381;-;-;-;-;-
ORPHA:391384;-;615040;-;-;M79.6
ORPHA:391389;-;615040;-;-;M79.6
ORPHA:391392;-;615552;-;-;M79.6
ORPHA:391397;-;615548;-;-;G60.8
ORPHA:391408;-;616033;-;-;Q87.8
ORPHA:391411;-;615528;-;-;G20
ORPHA:391417;-;300438;-;C1845517;E72.8
ORPHA:391428;-;300438;-;-;E72.8
ORPHA:391457;-;300438;-;-;E72.8
ORPHA:391474;-;136760;-;-;Q75.8
ORPHA:391479;-;-;-;-;-
ORPHA:391487;-;614162;-;-;K63.9
ORPHA:391490;-;-;-;-;G70.0
ORPHA:391497;-;-;-;-;G70.0
ORPHA:391504;-;-;-;C0495465;P94.0
ORPHA:391641;-;164280;-;-;Q87.8
ORPHA:391646;-;614326;-;-;Q87.8
ORPHA:391651;-;-;-;C0017653;D18.0
ORPHA:391655;-;-;-;-;-
ORPHA:391658;-;-;-;-;-
ORPHA:391665;-;603813;-;C0342881;E78.0
ORPHA:391673;-;-;-;-;-
ORPHA:391677;-;614800;-;-;Q87.1
ORPHA:391711;-;-;-;-;G24.1
ORPHA:391723;-;-;-;C1706832;C18.1
ORPHA:391799;-;-;-;-;-
ORPHA:394529;-;231680;-;-;E71.3
ORPHA:394532;-;231680;-;-;E71.3
ORPHA:397587;-;-;-;C1395264;B35.8
ORPHA:397590;-;-;-;-;Q87.1
ORPHA:397593;-;615595;-;-;E88.8
ORPHA:397596;-;615513;-;C3714976;D81.8
ORPHA:397606;-;-;-;-;G60.8
ORPHA:397612;-;615637;-;-;Q75.3
ORPHA:397615;-;615703;-;-;E66.8
ORPHA:397618;-;609218;-;-;Q15.8
ORPHA:397623;-;602471;-;C1865361;Q87.1
ORPHA:397685;-;615555;-;-;E22.1
ORPHA:397692;-;616553;-;-;D61.0
ORPHA:397695;-;-;-;-;Q93.5
ORPHA:397709;-;616354;-;-;Q87.8
ORPHA:397715;-;616546;-;-;Q04.3
ORPHA:397725;-;615643;-;-;G23.0
ORPHA:397735;-;616280;-;-;G60.0
ORPHA:397744;-;614369;-;-;G60.0
ORPHA:397750;-;-;-;-;G72.3
ORPHA:397755;-;-;-;-;G72.3
ORPHA:397758;-;616079;-;-;H35.5
ORPHA:397787;-;615592;-;-;D81.2
ORPHA:397802;-;-;-;-;D81.2
ORPHA:397922;-;-;-;-;G23.0
ORPHA:397927;-;615709;-;-;Q87.5
ORPHA:397933;-;-;-;-;Q87.8
ORPHA:397937;-;615895;-;-;E74.0
ORPHA:397941;-;-;-;-;E77.8
ORPHA:397946;-;611302;-;-;G11.4
ORPHA:397951;-;615599;-;-;Q87.8
ORPHA:397959;-;615387;-;-;D84.8
ORPHA:397964;-;615468;-;-;D81.8
ORPHA:397968;-;615490;-;-;G60.0
ORPHA:397973;-;606772;-;C1847522;Q87.8
ORPHA:398043;-;-;-;C0153601;C60.8
ORPHA:398053;-;-;-;-;C60.8
ORPHA:398058;-;-;-;C0238348;C60.8
ORPHA:398063;-;-;-;-;K90.0
ORPHA:398069;-;615547;-;-;Q87.1
ORPHA:398073;-;-;-;-;Q87.1
ORPHA:398079;-;-;-;-;Q87.1
ORPHA:398088;-;185020;-;-;D58.8
ORPHA:398091;-;-;-;-;-
ORPHA:398097;-;-;-;-;D68.6
ORPHA:398109;-;-;-;-;D59.1
ORPHA:398117;-;-;-;-;M33.1
ORPHA:398124;-;-;-;C0409979;M32.8
ORPHA:398127;-;-;-;-;P83.8
ORPHA:398147;-;-;-;-;G50.1
ORPHA:398156;-;601452;-;C1832352;Q87.0
ORPHA:398166;-;136500;-;C2936827;Q82.8
ORPHA:398173;-;614973;-;C1744559;Q82.8
ORPHA:398189;-;614974;-;-;Q82.8
ORPHA:398934;-;-;-;C0677886;-
ORPHA:398940;-;-;-;-;-
ORPHA:398961;-;-;-;-;C56
ORPHA:398971;-;-;-;-;C56
ORPHA:398980;-;-;-;-;C48.8
ORPHA:398987;-;-;-;-;C56
ORPHA:399058;-;608810;-;-;G71.0
ORPHA:399081;-;-;-;-;G71.0
ORPHA:399086;-;610099;-;C1864706;G71.0
ORPHA:399096;-;613319;-;C2750076;G71.0
ORPHA:399103;-;-;-;-;G71.0
ORPHA:399158;-;-;-;C0029445;M87.8
ORPHA:399164;-;-;-;-;M87.8
ORPHA:399169;-;-;-;-;M87.2
ORPHA:399175;-;-;-;-;M87.2
ORPHA:399180;-;-;-;-;M87.3
ORPHA:399185;-;-;-;-;-
ORPHA:399293;-;-;-;C2711248;K10.2
ORPHA:399302;-;-;-;-;M87.8
ORPHA:399307;-;-;-;-;M87.0
ORPHA:399319;-;-;-;C0029429;M93.9
ORPHA:399329;-;-;-;-;M93.9
ORPHA:399380;-;-;-;-;M93.9
ORPHA:399388;-;-;-;-;M93.9
ORPHA:399391;-;-;-;-;M93.9
ORPHA:399572;-;-;-;-;N46
ORPHA:399584;-;-;-;-;N46
ORPHA:399685;-;-;-;-;N46
